mpn,manufacturer,"product name","product  description ",price,stock,"stock description","product url","image url",category,"shipping rate"
FHI-RW5006,FHI,"Rw5006 Fhi Heat Runway Iq Session Styling Heat Rollers(Set Of 4)(Extra Large 48)","The FHI Heat Runway IQ Session Styling Rapid Heat Rollers instantly create glamorous body, volume, curls and waves. Set of 4 large rollers made with self-gripping velcro.Self-gripping are perfect for hard to hold styles and up do�s.PRODUCT FEATURES:Both sides of the roller turn clear when the roller is hot &nbsp;and turns back to dark grey when the roller is cool and ready to come out of the hair.Each roller heats to an ideal temperature to provide long lasting results.Available as sets of 4 and in 4 sizes: small, medium, large and extra-large for all your styling needs.Use only with FHI Heat Runway IQ products.","11.16 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/rw5006-fhi-heat-runway-iq-session-styling-heat-rollers-set-of-4-extra-large-48,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/r/w/rw5006_uqylnhnwokmobzri.jpg,Accessories,FHI-RW5006
FHI-RW5008,FHI,"Rw5008 Fhi Heat Runway Iq Perfect Session Styling Rapid Hair System Starter","The FHI Heat Runway IQ Session Styling Rapid Hair System instantly creates the look of glamorous body, volume, curls and waves. Runway IQ�s ground-breaking technology heats rollers to an ideal temperature in 8 seconds. The Starter Kit is a the perfect introduction to this new styling system containing (1) Rapid Heating Base, (4) Small Rollers, (4) Medium Rollers, (4) Large Rollers and (12) Grip Clips.PRODUCT FEATURES:Activates hot rollers in only 8 seconds in a heat resistant baseSelf-gripping rollers and grip clips are perfect for creating hard to hold styles and updo�sTemperature controlled base heats each hot roller up to an ideal temperature for locking in incredible body, volume, curls, waves and movementMake your own customized hot roller set with unlimited size and quantity combinationsAdditional hot rollers are available as sets of 4 and in 4 sizes: small, medium, large and extra-largeRoller Grip Clips are developed specifically to work with hot rollers to provide additional hold and supportCompact unit saves space and is great for travel","131.16 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/rw5008-fhi-heat-runway-iq-perfect-session-styling-rapid-hair-system-starter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/r/w/rw5008_rudbelvxmaxnidkh.jpg,Accessories,FHI-RW5008
HFBONDPLEX1,"Hair Forensic","Hair Forensic Bondplex Creator","Bondplex is a unique enhancer infused with anti-breakage system technology creating & repairing broken bonds when added to any chemical service.PRODUCT FEATURES:Enhances Any Chemical Service (I.E. Colors, Bleach, Balayage)Creating and repairing the disulfide bonds in the hairTreatment&nbsp; penetrates deeper into the cortex leaving the hair stronger and more vibrant.Available with measuring cup.&nbsp;","144.40 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hair-forensic-bondplex-creator,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hfbondplex1_01_j6iopf45rgrj9mml.png,SHOP,HFBONDPLEX1
HFBONDPLEX2,"Hair Forensic","Hair Forensic Bondplex Sealer","The Sealer as a fortifying rinse fuses newly formed Bonds into the CortexPRODUCT FEATURES:Adding hydration and nourishment.&nbsp;It smooth&#146;s the cuticle layer to create a uniform surface.","94.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hair-forensic-bondplex-sealer,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hfbondplex2_01_jfpnvmqnv95gir9j.png,SHOP,HFBONDPLEX2
HFBONDPLEX3250,"Hair Forensic","Hair Forensic Bondplex Nourisher","The Nourisher is a take home conditioning agent that delivers emollients to enhance Hair&#146;s suppleness and impart shine.APPLICATIONUse The Nourisher, 2 Times Per Week.","48.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hair-forensic-bondplex-nourisher,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hfbondplex3250_01_nltlm2dor5z750ad.png,SHOP,HFBONDPLEX3250
HFCOLORFREEDOM,"Hair Forensic","Color Freedom Hair Color Thickening Drops","Color.FreedomTM is compatible with any hair color brand to achieve optimal color, highlights, lowlights and even direct dyes.It is designed to give the colorist total creative control by thickening the hair color enough to allow it to be applied to the hair without dripping.PRODUCT FEATURES:No foils required.&nbsp;Need a few drops to achieve any color technique in one single process.","30.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/color-freedom-hair-color-thickening-drops,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/c/o/colorfreedom_ti5loxegihtrue8n.png,"Colored Hair Treatment",HFCOLORFREEDOM
HFISHB,"Hair Forensic","Ionic Styling Hot Brush","Ion generating for frizz control Straightens, waves & curls while smoothingthe cuticle.PRODUCT FEATURES:Heated bristlesDetangles while stylingIdeal for both straightening and curlingCeramic heater Cool tip&nbsp;Digital temperature control&nbsp;Ergonomic design","167.96 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/ionic-styling-hot-brush,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hfihsb_iwvydlojvkkmq6nk.png,"Hair Brushes",HFISHB
HFLUMINAGE,"Hair Forensic","Luminage Lightening Compound 500 Gr","LUMINAGE &#153; lifts up to 6 levels of color with even processing, and has the perfect consistency for both total control and free play; no foils needed.PRODUCT FEATURES:&nbsp;Lightening compound multi-level lifting powderConceived for bayalage, highlights, full color lifting, full bleach &#150; any lightening process!Formluared with&nbsp; BONDPLEX&#153;.&nbsp;Use as a duo optimal collection.Also compatible with all color lines and developers.","39.16 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/luminage-lightening-compound-500-gr,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hfluminage_vuzc9r0ywdbwoj90.png,"Hair Color",HFLUMINAGE
HFTRB25,"Hair Forensic","Hf Ceramic Thermal Round Brush 25Mm","Round vented barrel diffuses heat evenly so hair dries faster, reducesblow drying time.&nbsp;PRODUCT FEATURES: Ceramic Coated Barrel Evenly     Distributes And Holds Heat Longer. Ion Charged Bristles For     Smooth, Shiny Hair Tightens Cuticle Layer And     Seals In Natural Oils Tourmaline Eliminates Frizz     And Creates Silky Smooth Hair. Lightweight Design Cushion Rubber Handle&nbsp;Available In 4 Sizes:25Mm, 32Mm, 43Mm. And 53Mm.","19.94 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hf-ceramic-thermal-round-brush-25mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hftrb25_01_pmv69ytk2vxsxsye.jpg,"Hair Brushes",HFTRB25
HFTRB32,"Hair Forensic","Hf Ceramic Thermal Round Brush 32Mm","Round vented barrel diffuses heat evenly so hair dries faster, reduces blow drying time.&nbsp;PRODUCT FEATURES:Ceramic Coated Barrel Evenly Distributes And Holds Heat Longer.Ion Charged Bristles For Smooth, Shiny HairTightens Cuticle Layer And Seals In Natural OilsTourmaline Eliminates Frizz And Creates Silky Smooth Hair.Lightweight DesignCushion Rubber Handle&nbsp;Available In 4 Sizes:25Mm, 32Mm, 43Mm. And 53Mm.","21.26 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hf-ceramic-thermal-round-brush-32mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hftrb32_01_bwbun2nh3fryak4k.jpg,"Hair Brushes and Combs",HFTRB32
HFTRB53,"Hair Forensic","Hf Ceramic Thermal Round Brush 53Mm","Round vented barrel diffuses heat evenly so hair dries faster, reduces blow drying time.PRODUCT FEATURES:Ceramic Coated Barrel Evenly Distributes And Holds Heat Longer.Ion Charged Bristles For Smooth, Shiny HairTightens Cuticle Layer And Seals In Natural OilsTourmaline Eliminates Frizz And Creates Silky Smooth Hair.Lightweight DesignCushion Rubber Handle&nbsp;Available In 4 Sizes:25Mm, 32Mm, 43Mm. And 53Mm.","23.94 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/hf-ceramic-thermal-round-brush-53mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/f/hftrb53_01_kvpbaei7pkooqxmi.jpg,"Hair Brushes",HFTRB53
HFXOUT,"Hair Forensic","X-Out Detangling Brush","Hair Forensic's own Detangling Brush.PRODUCT FEATURES:Detangles and helps to smooth the hair cuticle and protect the inner cortex from damage.For professional and Retail use.&nbsp;Produces outstanding results on hair extensions, wigs, weaves, colored, curly, baby hair, afro hair and also on men's short hair.Use on wet or dry hairDramatically reduces hair breakage, splittage, and damage caused by combing and brushing.Uniquely designed teeth flex&nbsp;","15.96 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/x-out-detangling-brush,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/x/o/xout1_z05cbekgu0qujj2c.png,SHOP,HFXOUT
SCA-01,"Salon Club","Salon Club Apron","Water and chemical resistant.Cross-back adjustable straps for all sizes.1 large and 2 small pockets.","29.56 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-apron,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/sca-01_8yz7kjn4vppqamo3.png,"Cutting Accessories",SCA-01
SCAB160-01,"Salon Club","Salon Club Applicator Bottle B160","Applicator bottle with movable/closeable nozzle to optimize directional flow and prevent leaks. It can be easily disassembled and reassembled for complete cleaning.Small:80ml-160ml measurement increments.","4.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-applicator-bottle-b160,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scab160-01_6kjorwhnahkmso5w.png,Accessories,SCAB160-01
SCAB260-01,"Salon Club","Salon Club Applicator Bottle B260","Movable/closeable nozzle to optimize directional flow and prevent leaks.Can be easily disassembled and reassembled for complete cleaning.&nbsp;Large:2-9oz and 100-260ml measurement increments.","4.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-applicator-bottle-b260,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scab260-01_idcjll7bgg1pifot.png,Accessories,SCAB260-01
SCBB-01,"Salon Club","Salon Club Large  Balayage Board","Longer design optimal for use with both short and long hair.Sturdy quilted surface will help prevent hair from slipping.Beveled and curved top edge for precision and client comfort.","6.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-large-balayage-board,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbb-01_p21ybjq4oei3z8cf.png,Accessories,SCBB-01
SCBB-02,"Salon Club","Salon Club Medium Balayage Board","Balayage Board for short to medium hair","6.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-medium-balayage-board,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbb-02_kef3iqvltkmxncin.png,Accessories,SCBB-02
SCBC-01,"Salon Club","Barber Comb","Standard Barber Comb with wide base for better grip made with ionized carbon and is static free.","4.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/barber-comb,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbc-01_b5fjw6folm7mj6cd.png,"Hair Combs",SCBC-01
SCBOARBR,"Salon Club","Salon Club Boar Cushion Paddle Brush","Great for detangling and helps stimulate the scalp and distribute hairs natural oils.","14.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-boar-cushion-paddle-brush,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scboarbr_1o6zo6rvepxvtqzw.png,"Hair Brushes",SCBOARBR
SCBOOK,"Salon Club","Salon Club Appointment Book","Salon appointment book.No set dates.15 minute intervals.16 columns with book open.","22.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-appointment-book,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbook_zp1afzucff64gwiv.png,SHOP,SCBOOK
SCBP50-BLK,"Salon Club","Salon Club Black Bobby Pins 50 Mm","Standard 50mm black bobby pins","9.56 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-black-bobby-pins-50-mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbp50-blk_rqao7z3vhkperhvi.png,Accessories,SCBP50-BLK
SCBP50-BR,"Salon Club","Salon Club Brown Bobby Pins 50 Mm","Standard 50mm brown bobby pins","9.56 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-brown-bobby-pins-50-mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbp50-br_vhvpgiomlpt3181e.png,Accessories,SCBP50-BR
SCBP63-BLK,"Salon Club","Salon Club Black Bobby Pin 63 Mm","Standard 63mm black bobby pins","10.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-black-bobby-pin-63-mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbp63-blk_f5fnr6xamsiqu7gu.png,SHOP,SCBP63-BLK
SCBP63-BR,"Salon Club","Salon Club Brown Bobby Pins 63 Mm","Standard 63mm brown bobby pins","10.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-brown-bobby-pins-63-mm,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/scbp63-br_a7ksufawoaz7frub.png,Accessories,SCBP63-BR
SCCC-01,"Salon Club","Salon Club Standard Ladies Cutting Comb","Standard cutting comb made with ionized carbon it has a parting knotch and is static free.","4.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/salon-club-standard-ladies-cutting-comb,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/c/sccc-01_eah1aii6km60yt9c.png,"Hair Combs",SCCC-01
